"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000197563",428.33324247152,-0.542773225929381,0.368505651416617,0.044189886170292,0.150739631605137
"ENSG00000104915",660.957592790126,0.443793614590768,0.271724055960704,0.0443612337992277,0.151296759947918
"ENSG00000227097",15.5500425061483,0.8164819223725,0.940462594704504,0.0443885600238761,0.151362581622103
"ENSG00000134815",381.868648076717,0.539746708240331,0.365769929904465,0.0444170606049642,0.151432383263028
"ENSG00000116691",327.57798631479,0.490089600591517,0.313771515674351,0.0444569744132444,0.151541064083613
"ENSG00000080986",182.362472707066,0.618993764748861,0.469780036839077,0.0445049984098325,0.151677345927022
"ENSG00000166523",16.3539316808428,0.732796645526549,0.685754609193344,0.0445470695222505,0.151746006276923
"ENSG00000171101",11.8609679854523,-0.818055613949343,0.950981887017673,0.0445499780257989,0.151746006276923
"ENSG00000153066",870.401551705505,-0.454711151936954,0.281473202720764,0.0445555045073085,0.151746006276923
"ENSG00000143919",126.405019719969,0.459911938600627,0.286053989768396,0.0445591332562354,0.151746006276923
"ENSG00000275131",83.8594164728205,-0.524504789735605,0.3492977833621,0.0445653806417565,0.151746006276923
"ENSG00000159079",444.918056480012,0.451148572131254,0.278476520935724,0.0446062008089459,0.151857578742425
"ENSG00000241484",62.9787784935826,0.553979784409851,0.383384069714261,0.0447214540536858,0.152222465539775
"ENSG00000167775",1013.19408295935,0.596867582208011,0.439157132002002,0.044798321724897,0.15245615153054
"ENSG00000165678",4867.17630205689,-0.466062125268267,0.292066514056378,0.0448062783996527,0.15245615153054
"ENSG00000138376",195.638621878545,0.534120575784906,0.360682245990382,0.0448292064788809,0.152478396764916
"ENSG00000198663",1523.03202246296,-0.376519481709718,0.219898033905117,0.0448385042685552,0.152478396764916
"ENSG00000131653",1855.47785687808,0.493317065276741,0.317842957505315,0.0448423967387647,0.152478396764916
"ENSG00000152795",2270.83832302185,0.391684565429887,0.231105439328591,0.0448451603361206,0.152478396764916
"ENSG00000089486",244.122744055083,-0.587018495660799,0.425930829493615,0.0448627868371478,0.152510829527329
"ENSG00000168918",834.769854516326,0.650019687185706,0.521940826263818,0.0449721690289749,0.152855117407963
"ENSG00000081041",186.864865560016,0.69463635534142,0.605501185078744,0.0450139861834683,0.152969676961914
"ENSG00000162430",1276.90634111963,0.545495365662657,0.374400368447434,0.0450439732325408,0.153044000584869
"ENSG00000159409",303.452091399061,0.841339779210701,1.08831971380092,0.0450732561167239,0.153105247415181
"ENSG00000063244",2592.80848954176,0.437117078085731,0.26741738112792,0.0450782379831938,0.153105247415181
"ENSG00000185869",24.3897229032992,-0.692803152823277,0.602644318311414,0.0451208949945853,0.15319853108299
"ENSG00000214313",11.3794492575166,0.811133295776618,0.93661409326476,0.0451219516166372,0.15319853108299
"ENSG00000179562",589.421263211775,0.402038662801142,0.239452296604994,0.0451743362736435,0.153348777517929
"ENSG00000162722",31.0864854003078,-0.768282476070947,0.78960010332505,0.045210991259662,0.153445583546337
"ENSG00000159714",168.103249170248,0.516116651226923,0.342269591237452,0.0452710419154863,0.153621745078338
"ENSG00000188785",93.27349136384,-0.506416707399617,0.332150083604223,0.0452880803089805,0.153651912628004
"ENSG00000123095",294.51256691032,-0.659458345117385,0.540725336698238,0.0453413501039237,0.153804971921153
"ENSG00000135953",501.3607162322,-0.378002261078507,0.221679190331336,0.0453611245528812,0.153819935897275
"ENSG00000124602",176.643704121466,0.673624596242209,0.566909483165257,0.0453675118266611,0.153819935897275
"ENSG00000182108",57.0317854174958,0.539889896080663,0.368922429199841,0.0453702329883144,0.153819935897275
"ENSG00000167644",614.164608448974,-0.710263702143038,0.642402405751445,0.0454107404686712,0.153929594286847
"ENSG00000183527",485.977938478625,0.633974319966628,0.498283726495276,0.0454821844692243,0.154144060484573
"ENSG00000178233",6.49961100750937,-0.79790383967679,0.894286117881616,0.0455357742103224,0.154266495280655
"ENSG00000089060",612.871735702125,-0.417308442168472,0.252003609289601,0.0455426975442706,0.154266495280655
"ENSG00000101188",5.85839318164419,0.836658117289978,1.07832510775506,0.0455452542917512,0.154266495280655
"ENSG00000124786",609.242486665985,-0.582114991228236,0.422168526407382,0.04555631403777,0.154266495280655
"ENSG00000112149",170.840692800678,0.457114710785033,0.285574286706052,0.0455592147328827,0.154266495280655
"ENSG00000163512",274.047041682878,-0.461891855717682,0.289968382216858,0.0456163044434856,0.154411184700716
"ENSG00000168303",496.199312774318,0.491929532677457,0.318363441974778,0.0456277589775153,0.154411184700716
"ENSG00000163072",370.856388718412,-0.578194313090072,0.417240590036876,0.0456314668966684,0.154411184700716
"ENSG00000058404",5.69858387711064,-0.806941923867497,0.931845196912864,0.045634699704995,0.154411184700716
"ENSG00000177700",646.38524623275,0.572862464071948,0.410521131364606,0.045704571265994,0.154619860129682
"ENSG00000235706",49.5200546602795,0.75427577452763,0.757502598239508,0.0458134831525994,0.154946389932589
"ENSG00000142530",17.0703864942044,0.659966659918225,0.544826928488582,0.0458240696216465,0.154946389932589
"ENSG00000219607",64.7986600061917,0.740286579651048,0.719529796472587,0.0458318703726401,0.154946389932589
"ENSG00000144749",1502.12975059641,0.513078773838934,0.340568821805915,0.0458339589035361,0.154946389932589
"ENSG00000225556",21.9954728572149,0.661073657691135,0.547047616623193,0.0458561436090975,0.154993601010352
"ENSG00000130844",103.576977925775,-0.659318402357224,0.544208843421106,0.0459075515944446,0.155128097235872
"ENSG00000105738",1167.80146874749,-0.522448595625423,0.350904915676564,0.0459123885386542,0.155128097235872
"ENSG00000236662",5.31242405616022,-0.804310056233799,0.928530008517799,0.0459472778228236,0.155210326772293
"ENSG00000272913",66.6499517781587,0.760574765364281,0.777873590452226,0.0459605679980676,0.155210326772293
"ENSG00000166796",3.65673495308967,-0.76628949969789,1.44272676625683,0.0459614182901037,0.155210326772293
"ENSG00000119979",352.683057347989,-0.480277598295039,0.307842111434344,0.0459817998463878,0.155251351782155
"ENSG00000169299",596.828870332767,0.511283656438739,0.339236850585199,0.0460474314492575,0.155445115438355
"ENSG00000115904",819.565459436178,-0.376393911711949,0.22147802273387,0.0460965357564786,0.155583027521016
"ENSG00000073536",328.712328210401,0.578912770822007,0.420203237620049,0.0461385626460445,0.155697007125351
"ENSG00000145779",271.702939407703,-0.520054579827876,0.34901001230067,0.0461697911291015,0.155774512671581
"ENSG00000108604",2018.2637440327,0.491431971100244,0.319215398531751,0.04619027368505,0.155815740765472
"ENSG00000280721",7.31538822392832,0.767585289385367,0.803309819695323,0.0462261036827717,0.155908717071369
"ENSG00000162594",23.10317185141,-0.64521722088097,0.52143916689275,0.0462389803738327,0.155924258388656
"ENSG00000092201",2535.82348956733,0.517975138211409,0.347153040205338,0.0463168204024862,0.156158820370049
"ENSG00000251247",65.3397931734103,-0.695930727402299,0.619426364816234,0.0463298799652954,0.156174927870142
"ENSG00000173846",180.517422281225,0.64181108476622,0.516497300914186,0.0463878148972814,0.156342274444689
"ENSG00000075914",506.512711342035,0.499067104609597,0.327471625578651,0.0464169621140888,0.156412554429123
"ENSG00000100949",358.280108316964,0.482201341364426,0.31085782736865,0.0464959106704171,0.156650596303744
"ENSG00000094914",541.539204395236,0.384426632436047,0.228034661477978,0.0465357989479396,0.156756977627956
"ENSG00000174562",11.8304908762809,-0.787272752468205,0.875631709296388,0.0465452604713898,0.156760845991962
"ENSG00000186329",14.6578785425902,-0.636803544388785,0.509195987511719,0.0465877403018051,0.156869418459311
"ENSG00000179134",1083.188711515,0.470865726541858,0.300261381605578,0.0465941354823463,0.156869418459311
"ENSG00000181722",33.4239168301443,-0.606507355273875,0.461287390314032,0.0466035794072555,0.156873205441381
"ENSG00000160633",1778.50248042523,0.36278236090517,0.212248636709235,0.0466205408273088,0.156902291340454
"ENSG00000111481",2598.46044100459,0.460913484104581,0.291150392583568,0.0466357607797635,0.156925506963597
"ENSG00000069493",86.4729451536264,-0.550248634400151,0.385549751046409,0.0467014226480791,0.157091893992429
"ENSG00000142235",43.305098139165,0.735299313682328,0.716984905645408,0.0467053686937048,0.157091893992429
"ENSG00000113360",1048.53450697368,0.409856901624922,0.247914235960814,0.0467102004356762,0.157091893992429
"ENSG00000258311",33.2879239861685,-0.656987393868909,0.545360090483833,0.0467224389633797,0.157105034153433
"ENSG00000185905",49.6143306408255,-0.701810995338783,0.636303727356181,0.0467780909971017,0.157264122291379
"ENSG00000162618",157.583860890124,0.589167948519286,0.43715969827519,0.0468360799583097,0.157431008872343
"ENSG00000096968",300.348864957851,-0.507460383453418,0.337377990539907,0.0468763662833092,0.157538342363993
"ENSG00000113407",1680.45827428274,0.461583640189171,0.292319431265094,0.0469108054853742,0.15762599056267
"ENSG00000172673",34.9084839061135,-0.711381140912922,0.659948518336725,0.0469532345073592,0.157740449511005
"ENSG00000178821",42.5090591348339,0.727004430340909,0.698486406250166,0.0469697761996383,0.157767914106979
"ENSG00000116183",16.7553723396237,-0.803221018960904,0.949802492497487,0.0469998527746076,0.157814165615141
"ENSG00000122194",765.314386488626,-0.731418692949636,0.710274292282376,0.0470002839314118,0.157814165615141
"ENSG00000211956",410.926025565586,-0.68406819729273,0.600199380189819,0.0470200245459081,0.157852341616911
"ENSG00000127324",10546.0998976121,-0.594229201587045,0.445234927395345,0.0470362774468718,0.157874728959841
"ENSG00000147488",11.2206667744368,-0.73971188397488,0.733083902150191,0.0470434375576893,0.157874728959841
"ENSG00000115919",82.3999525052518,0.557525520429573,0.396050113234694,0.0471260872102276,0.158077779106245
"ENSG00000149654",3.22862334641862,-0.83545013986751,1.248074732716,0.0471272187979626,0.158077779106245
"ENSG00000277496",68.9044710829659,-0.541428588773294,0.376291531187713,0.0471290912730183,0.158077779106245
"ENSG00000182378",195.986690010092,0.400470591097215,0.241190824547322,0.0471530288905558,0.158106555297809
"ENSG00000244165",97.4880695373106,0.46541554531228,0.296369694718277,0.0471628821029531,0.158106555297809
"ENSG00000273314",25.4963839039661,0.681324167544932,0.595796695742685,0.047177724701544,0.158106555297809
"ENSG00000187720",427.439156272031,-0.609620789292757,0.468756575027818,0.0471806264248341,0.158106555297809
"ENSG00000263588",10.4032256736017,0.783194221219425,0.873332995680279,0.0471856369841594,0.158106555297809
"ENSG00000268568",4.87834563936361,-0.75742811492267,0.786636140580091,0.0471879775794702,0.158106555297809
"ENSG00000249565",23.1662514074096,0.646799708671613,0.530071801156834,0.0471980354964446,0.158112161193188
"ENSG00000102125",431.285104412559,0.513210210794308,0.344445195170759,0.0472177118662182,0.158149980934507
"ENSG00000163002",245.843945033041,0.478632524097452,0.309045384891996,0.0472286756403398,0.158158610646401
"ENSG00000130758",195.786043289951,0.520440559090192,0.352504152464011,0.0472609123106354,0.158238462969043
"ENSG00000198453",42.8978807526803,-0.630157288445639,0.502187062250792,0.0473124010546934,0.15837042708555
"ENSG00000227080",8.82344548710338,0.785173289085223,0.883385652167464,0.0473171228827486,0.15837042708555
"ENSG00000131899",346.498938881708,0.558896065751789,0.398504874995053,0.0473293369579033,0.158383195566137
"ENSG00000111644",56.1027625239369,0.671659109158835,0.577868909853505,0.0473824863578502,0.158532921442509
"ENSG00000130202",1287.70888326481,0.551986401987766,0.390061734033163,0.047403462553628,0.158563536245083
"ENSG00000138769",13.0979246021015,-0.740926593579501,0.741156446703062,0.0474084684597883,0.158563536245083
"ENSG00000000938",146.35953854972,0.652597656872218,0.541965334403709,0.0474296568055459,0.158563536245083
"ENSG00000173020",2828.13188092324,0.469641357297998,0.300903540745628,0.0474382482721714,0.158563536245083
"ENSG00000094755",39.8211791144783,0.805530049979066,0.972121478311583,0.0474396903848729,0.158563536245083
"ENSG00000106070",307.984890083784,0.508876199915121,0.340371626433736,0.0474420889587294,0.158563536245083
"ENSG00000226259",9.34711390141184,-0.77729416455492,0.857125369272578,0.0474593932106696,0.158583072631147
"ENSG00000134283",669.179742971161,0.384610084153681,0.229451606374858,0.0474688046637434,0.158583072631147
"ENSG00000162415",254.460715874756,-0.535301224722152,0.37011346035403,0.0474731635468432,0.158583072631147
"ENSG00000125755",1555.95308411857,0.475345703699695,0.306444654684742,0.0474876110880352,0.15860323809548
"ENSG00000275549",13.3562292374144,0.786156138471029,0.891457671440568,0.0475249587607145,0.158699866716981
"ENSG00000129315",618.036128374875,0.408457787534221,0.248073300043834,0.0475340338376815,0.158702067294115
"ENSG00000013561",724.481052942627,-0.520159022685689,0.35315340678814,0.0476027424106083,0.158903330436686
"ENSG00000177628",760.57218095516,-0.409098059960247,0.248718301676636,0.0476204133452874,0.158917578056661
"ENSG00000267532",10.6159728118283,-0.66792491660977,0.572281947278056,0.0476238655988858,0.158917578056661
"ENSG00000197070",1051.66818707834,0.43664078871408,0.271623266381089,0.0476621654617958,0.159000030710703
"ENSG00000141568",817.685833638076,0.42149594208073,0.258869395820723,0.0476654384900888,0.159000030710703
"ENSG00000114631",480.49617056422,0.542577577582257,0.379449863718045,0.0476847692989955,0.159036380380467
"ENSG00000115806",1626.8438982088,0.464561470670285,0.296670433347735,0.0476934696093844,0.159037269040524
"ENSG00000136514",75.0573813403423,-0.631803433186842,0.507193186829449,0.0477149606704372,0.159048117894648
"ENSG00000082898",2165.20114478078,0.392506626825028,0.235828576818385,0.0477170338724628,0.159048117894648
"ENSG00000277938",33.9567271035829,-0.623825804841254,0.494017907572101,0.0477290844423212,0.159048117894648
"ENSG00000061936",676.288971727625,0.375387161798343,0.222882502047149,0.0477304607925869,0.159048117894648
"ENSG00000281571",33.4568474687137,0.69235105071011,0.624133162253891,0.0477632743021619,0.159087671283146
"ENSG00000123159",2727.70995861086,-0.527297015818916,0.361705873181136,0.047767358442248,0.159087671283146
"ENSG00000278484",5.21179278151074,-0.829882704420129,1.15652185013056,0.0477757797101509,0.159087671283146
"ENSG00000145882",154.435460502541,0.528931291197718,0.363612098467569,0.0477760769197888,0.159087671283146
"ENSG00000100218",6.92456695158773,0.789433435594312,0.9107924629888,0.0478157204960005,0.159191568042564
"ENSG00000121316",1422.86120427402,-0.557980940442512,0.399196682093574,0.0478559346499762,0.15929732739534
"ENSG00000103528",90.6098490573242,-0.661546060783268,0.561754947251116,0.0478836889569601,0.159347785508713
"ENSG00000146416",399.622346563205,0.553294993174623,0.393354281755561,0.0478879938737803,0.159347785508713
"ENSG00000146414",219.125687488609,-0.565013031582804,0.408615526889803,0.047936094674939,0.159456839215533
"ENSG00000183833",18.1977908291341,-0.718083585133853,0.686529424473015,0.0479376794565868,0.159456839215533
"ENSG00000176124",186.839974062107,0.480376267507966,0.312411951561682,0.0479736528975284,0.159548354971551
"ENSG00000164761",119.874021492153,0.641522720349092,0.525567461375738,0.0479880180203857,0.159567987270396
"ENSG00000253582",6.96733437983262,-0.750760362343045,0.778426293833199,0.0480161715220734,0.159612736628924
"ENSG00000128710",17.4359307589905,-0.766687483883402,0.830052541076103,0.0480196338812517,0.159612736628924
"ENSG00000268996",23.3118777163004,0.596145442037437,0.45242931361637,0.0480284086347104,0.159612736628924
"ENSG00000125877",803.382955349809,0.535788572619213,0.372422158575644,0.0480353333175555,0.159612736628924
"ENSG00000170837",8.0353425146042,-0.749825406683858,0.776002133312863,0.0480462938468091,0.159621029434334
"ENSG00000138399",429.028020137385,-0.509904077369587,0.343121093774575,0.0480620955536403,0.15962377241428
"ENSG00000153214",1459.11844210547,-0.423422621326873,0.261145147309822,0.0480760520807874,0.15962377241428
"ENSG00000228288",21.8904175244211,0.734983024289426,0.733072774535655,0.0480779320925724,0.15962377241428
"ENSG00000107438",3333.80867150193,-0.513135804188877,0.346698628494911,0.0480809793346297,0.15962377241428
"ENSG00000070526",3416.86272213245,-0.727216763568172,0.712313187266888,0.0481172468254608,0.159702537743843
"ENSG00000280111",113.663514772716,-0.534255531505766,0.370871955360932,0.0481216428626249,0.159702537743843
"ENSG00000152527",90.6040731993674,-0.67696249384161,0.59432001066847,0.0481330642543845,0.159712333740089
"ENSG00000110934",219.565153341861,-0.522722780250634,0.357713550266669,0.0481918069500736,0.159879117462621
"ENSG00000235621",8.72770624358869,-0.795864834286788,0.948090456024796,0.0482206870431388,0.159943476325315
"ENSG00000145919",579.760162288668,0.484135460325515,0.316713270119498,0.0482281702490186,0.159943476325315
"ENSG00000186732",13.6318561174305,-0.822249339343132,1.1053541634248,0.0482441076101875,0.159959304329989
"ENSG00000126246",17.9256041208188,-0.642129402113728,0.528232382190119,0.0482499084175095,0.159959304329989
"ENSG00000185650",2450.68365022381,0.552863893051958,0.394157418516868,0.0482810438184838,0.160034389749543
"ENSG00000248905",566.258621764171,-0.552202527483412,0.393427148314102,0.0483121844551175,0.160109466128322
"ENSG00000126464",549.184499239975,0.458571357445641,0.292493684938987,0.0483750079192436,0.160289496456366
"ENSG00000109099",489.062985668671,-0.529511549825899,0.366159729269656,0.0484064251282849,0.160339182086119
"ENSG00000075826",160.55193594762,-0.638262530964768,0.522328330940445,0.0484070087297172,0.160339182086119
"ENSG00000169715",1809.31555896384,-0.734660141809999,0.736494821679554,0.0484190144659745,0.160350782540373
"ENSG00000138080",1202.82591515859,0.55953357315836,0.403502282483777,0.048503677078457,0.160587830841981
"ENSG00000084754",4220.81160241338,-0.435025967995028,0.271725055884487,0.0485076249920944,0.160587830841981
"ENSG00000005448",111.324378520785,0.670289335895816,0.583752345711314,0.0485402316502869,0.160667570340435
"ENSG00000215630",6.10543634100726,-0.73426503951804,0.737255241159783,0.0485662893551585,0.160725608699583
"ENSG00000156510",874.176113468389,0.614211198377702,0.482865342235933,0.0485784457311871,0.160737629610984
"ENSG00000233230",25.7282870379043,0.590792095625719,0.44704590103969,0.0485943638760321,0.160762091159708
"ENSG00000078674",1288.34092136592,-0.468281740704467,0.302094745515096,0.048614912063902,0.160787801275462
"ENSG00000172955",247.789950012719,-0.462903297341769,0.297016657956338,0.0486191887825575,0.160787801275462
"ENSG00000057593",65.6367604665577,0.759403943830765,0.816034780244704,0.0486530618939014,0.160839953184479
"ENSG00000162383",184.54216620493,0.819674923824045,1.10730289116185,0.0486708522047609,0.160839953184479
"ENSG00000203724",22.401697576162,0.694944932864316,0.638105850640428,0.0486749977929995,0.160839953184479
"ENSG00000002822",369.687639996345,0.455636134340981,0.290387886029145,0.0486768569160636,0.160839953184479
"ENSG00000153563",170.094396820634,-0.675089588931506,0.594681671539405,0.0486776058134285,0.160839953184479
"ENSG00000225697",1161.42033252868,-0.455717685271763,0.29051103952947,0.0487014724848726,0.160890621346749
"ENSG00000165152",600.339953649221,-0.62654177083526,0.504149659785554,0.0487642739013077,0.161069874401289
"ENSG00000169727",1218.0023250654,0.41392321925252,0.254564402098848,0.0488635704070711,0.161356710291933
"ENSG00000145029",207.763312138251,-0.475110754641009,0.309230257679374,0.0488682278452157,0.161356710291933
"ENSG00000137273",80.4190093573211,-0.666233766625141,0.578374155743965,0.0489213970583426,0.161477828876444
"ENSG00000111605",1245.23498524335,0.354101875796276,0.208764234648227,0.0489220361866215,0.161477828876444
"ENSG00000177830",982.778404251098,0.438324007021308,0.275421198582293,0.0489747591202262,0.161617535108443
"ENSG00000166734",1532.83185922373,-0.35131480408001,0.206838249781567,0.0489918025978781,0.161617535108443
"ENSG00000030066",928.680456256955,0.475608874876657,0.310002235939243,0.0489984090274465,0.161617535108443
"ENSG00000163702",359.752149869257,-0.481460359660579,0.315813695246206,0.0490067178990623,0.161617535108443
"ENSG00000110108",1189.69109297029,0.461557211010611,0.296541879752658,0.0490072156626229,0.161617535108443
"ENSG00000171827",71.6237502718529,-0.550857581965184,0.394190184805807,0.0490370358261127,0.161687600030251
"ENSG00000087245",2172.96309234569,0.566447133477514,0.41469141203897,0.0490580133504973,0.16172848911719
"ENSG00000187554",45.6920821014501,-0.61068402898085,0.479880040546671,0.0491090444459907,0.161868423547989
"ENSG00000104635",2170.77826323472,-0.46218666999272,0.29742683974544,0.0491518725546582,0.161981275911078
"ENSG00000160307",45.6792148281305,-0.654415982007512,0.556908100491948,0.0491763334410948,0.162033569753403
"ENSG00000204392",354.903847376717,0.462580765228158,0.297866600785541,0.0491854702154013,0.162035361958739
"ENSG00000108823",22.6975828331317,-0.76199184796836,0.834322252688088,0.049207297266511,0.162078952760628
"ENSG00000197927",26.3731986483382,0.643597678065434,0.536855588754067,0.0492179379073594,0.162085688983422
"ENSG00000224383",20.7525319036835,0.709843682116283,0.679768943063162,0.0492593913292881,0.162190078833064
"ENSG00000237361",80.8823401595931,0.700903640651125,0.65771828234001,0.0492668383918857,0.162190078833064
"ENSG00000166272",683.639585973252,-0.465637815962876,0.301001171767932,0.0492999776517471,0.162270846322045
"ENSG00000236663",3.69428707083917,0.818902404817647,1.24015845851663,0.0493462147320284,0.162394689564024
"ENSG00000173473",2503.97295445465,0.446657086927393,0.283591878492598,0.0493945802419041,0.162525492867141
"ENSG00000163814",1294.68167957196,-0.524196581562098,0.363133429698088,0.0494851645962803,0.162795141101196
"ENSG00000103145",206.84880384262,0.474944070457507,0.310571742969441,0.0495587512344795,0.163008786329772
"ENSG00000254996",35.3050105252723,-0.554874376520592,0.401255971599487,0.0495860569301372,0.163048047988248
"ENSG00000276107",10.8023153997746,-0.733385715076995,0.747967171746924,0.04958798086719,0.163048047988248
"ENSG00000115963",746.090814143664,-0.586942199718721,0.445774149054566,0.0496103854731961,0.163093277347988
"ENSG00000077238",1453.3461507704,-0.400056026978268,0.244539977723795,0.0496506926719732,0.163197335143001
"ENSG00000125449",218.813966410803,-0.502451006616603,0.339245062011106,0.0496759944777211,0.163228642599496
"ENSG00000117148",22.076104662197,0.770444652647068,0.874409836652123,0.0496804644682464,0.163228642599496
"ENSG00000159788",333.036607742824,0.458672991251595,0.295199032923538,0.0496861859532855,0.163228642599496
"ENSG00000116774",256.695415240513,-0.629795114518062,0.515076649684421,0.0497150313282821,0.16329495658551
"ENSG00000169221",879.697429020995,0.426947225788825,0.266967832496483,0.0497823162648395,0.163422511934686
"ENSG00000197872",97.1945468560134,-0.549297684241659,0.394747411486084,0.0497894274945446,0.163422511934686
"ENSG00000065485",616.498707405601,0.51622492960663,0.354832060484333,0.0497928215082842,0.163422511934686
"ENSG00000133393",532.451234492113,0.444185075317365,0.282104698713632,0.0497928736319853,0.163422511934686
"ENSG00000271828",7.00008909344776,-0.751686497941869,0.808657148359534,0.0497971975169276,0.163422511934686
"ENSG00000204348",183.443972674403,0.451287994943868,0.288619542257342,0.0498259774495901,0.163488508224625
"ENSG00000105700",835.947090124931,0.427256276771577,0.267355438135621,0.049855396907787,0.163556579591186
"ENSG00000241468",1764.38425892433,0.444385945217502,0.282479699175564,0.0498984333719659,0.163669291719458
"ENSG00000197054",38.5087872311421,-0.614001390579469,0.489448674445466,0.0499374933712263,0.163768923913255
"ENSG00000100154",155.397794451184,-0.56746516993287,0.419429720845436,0.0499485331686455,0.163776084621685
"ENSG00000172809",4888.93800858271,0.505860789411338,0.343690076994969,0.0499581786814816,0.163776084621685
"ENSG00000164604",7.72817095928948,0.747756803559025,0.798199552601999,0.049965732344941,0.163776084621685
"ENSG00000167207",83.5539155673115,0.570048095008099,0.423200507059873,0.050001144054216,0.163815437465248
"ENSG00000179934",8.97363743232667,0.773045836287097,0.891361586858927,0.0500029512353355,0.163815437465248
"ENSG00000104447",66.1724926368735,-0.52595031065245,0.366701801979224,0.0500038000768928,0.163815437465248
"ENSG00000204220",588.028235773059,0.380305852635386,0.229626092233889,0.0500331566781204,0.163883139739329
"ENSG00000116984",738.720535955351,0.410953768727064,0.25401003905711,0.0500726886286628,0.163977388099461
"ENSG00000147853",1258.5579035595,-0.444132650980012,0.282584319688608,0.0500793221649677,0.163977388099461
"ENSG00000086712",459.853416212233,0.505361203603538,0.343599649492695,0.0501346877209486,0.164125923421985
"ENSG00000164414",347.549583495075,-0.594388844989092,0.459304014618277,0.050146529463938,0.164125923421985
"ENSG00000258837",92.6787014210712,-0.758884550295005,0.839783414081276,0.0501507965613553,0.164125923421985
"ENSG00000102893",1444.92953112332,-0.317036610458975,0.184021266697979,0.050161723854689,0.164133199154584
"ENSG00000184185",43.4196374500379,-0.762147133421825,0.853321992082987,0.050233746043136,0.164340345096359
"ENSG00000129038",125.808478720114,0.628573085950969,0.516035181705592,0.0502599197003765,0.164397451134432
"ENSG00000204592",11667.7773024914,-0.513729647882754,0.353399910693552,0.0503034782064723,0.164511392393244
"ENSG00000154743",283.539349279889,0.445893940110399,0.284626136683052,0.0503217462586173,0.164542599132781
"ENSG00000112561",297.759435386907,-0.409003227186932,0.252838711526726,0.050354455321004,0.164614470366773
"ENSG00000261739",5.20916241523983,-0.787535528396539,0.965163671122091,0.0503611857424782,0.164614470366773
"ENSG00000175264",50.6721695531701,0.682864755865237,0.625788503191431,0.0504041754461433,0.164726436115758
"ENSG00000228109",24.2097008638976,0.630982181050688,0.521213385716533,0.0504163178609588,0.164737568169139
"ENSG00000134812",7.11919546910983,0.809033232701676,1.11533946614718,0.0504493112710511,0.164816816118886
"ENSG00000260686",18.6351125179951,-0.686320675167893,0.634717582915098,0.0505138154484852,0.164980618479778
"ENSG00000154305",1204.96423135632,-0.500229510350996,0.338987941794822,0.050524387908553,0.164980618479778
"ENSG00000198625",350.885627410408,-0.401009009146538,0.246588760349727,0.0505270339988027,0.164980618479778
"ENSG00000227110",10.348027800356,0.771056076277995,0.894406201724386,0.050534446218338,0.164980618479778
"ENSG00000175662",721.620766540971,-0.505693535516531,0.345032445353409,0.0505447563403233,0.164985714091999
"ENSG00000167105",132.895607450097,0.745101469901539,0.798900825943526,0.0505803772936945,0.165073412015784
"ENSG00000169251",707.217897918304,0.487079112280434,0.325327015381071,0.0506544395562081,0.16528651439893
"ENSG00000139726",966.256730400097,0.341357536712565,0.201613318203145,0.0506951189399274,0.165363032762269
"ENSG00000205060",175.511807545472,0.476504503073397,0.314611662584655,0.0506954283501446,0.165363032762269
"ENSG00000183747",43.8994776203465,-0.780036647517622,0.939279848891498,0.0507629537275439,0.165537830144716
"ENSG00000133328",29.8229523280589,-0.786293449062347,0.970163418862054,0.0507665732474357,0.165537830144716
"ENSG00000163516",838.872823712153,0.417765078018723,0.26082080489038,0.0507943914261241,0.165599903029464
"ENSG00000011332",8.17661418467269,0.799736134993652,1.05313720934725,0.0508255242377143,0.165672758954292
"ENSG00000118508",362.631109887997,-0.566397669210214,0.421495742818495,0.05088418715475,0.165835312336177
"ENSG00000260725",20.5572686784982,0.807147575221878,1.23791093963148,0.0509638866184854,0.166043476798134
"ENSG00000135378",458.121646502165,-0.542608124838223,0.390126330703779,0.0509721519791584,0.166043476798134
"ENSG00000275066",640.991115777657,-0.403636501658993,0.249389195808306,0.050980682544596,0.166043476798134
"ENSG00000186660",1089.67904257851,-0.496644273366141,0.336251207101434,0.0509832810447684,0.166043476798134
"ENSG00000188732",209.957865530297,0.556568020754771,0.408499960059236,0.0510050571491725,0.166078523959007
"ENSG00000168061",130.204842770843,0.477972435723023,0.316791483758642,0.0510119384998185,0.166078523959007
"ENSG00000127483",2180.41337539169,-0.481772039434831,0.320685735424443,0.0510204639812551,0.166078523959007
"ENSG00000153310",794.004165081895,0.383394146643533,0.233351393613255,0.0510390376651325,0.166110309501451
"ENSG00000230982",6.80053725538093,-0.717959263421259,0.721834057187648,0.0510653382647136,0.166167227550941
"ENSG00000196268",121.456412053232,-0.520943804916506,0.363896275162718,0.0510746666655567,0.166168907748862
"ENSG00000053372",606.167907886962,0.538251569321466,0.385004893822559,0.0510929733246417,0.166199792648399
"ENSG00000138434",3399.35117102854,-0.471463674525077,0.310580764101168,0.0511592585336913,0.166386708894415
"ENSG00000100744",1381.16444613802,-0.533481595379832,0.379339051889236,0.0511810504756869,0.166428878913611
"ENSG00000105677",541.603192680693,0.477679455944562,0.316920050633673,0.0512040761820659,0.166441643824716
"ENSG00000138382",378.934012820554,0.461037539370858,0.300496471447225,0.051210484480135,0.166441643824716
